2222	10
1809	3
624	20
1639	20
2293	10
445	5
1465	1
1657	3
1026	20
233	3
1307	3
1997	20
926	2
1049	3
1318	5
2384	5
1863	3
1645	2
210	3
1370	20
343	3
12	20
1190	20
997	3
1803	20
2229	20
923	5
1103	3
1315	1
1201	20
810	3
305	3
1588	3
1471	10
1697	10
84	5
1721	1
1925	1
1687	3
1017	10
511	20
83	3
1300	1
388	20
390	1
1760	3
2244	10
590	2
1657	3
1471	3
1837	10
374	3
426	3
1163	5
10	1
590	5
1516	2
1652	1
367	2
2244	20
1815	5
390	3
943	10
1017	20
1756	3
365	20
2227	3
1404	1
2142	3
769	3
10	1
1807	20
1403	20
2355	10
1609	1
1926	2
1162	1
2009	10
751	3
1436	3
820	1
1155	2
222	10
2081	3
754	3
1471	10
1719	3
504	5
1687	5
397	20
590	20
2216	10
10	1
1681	3
9	20
518	1
1477	5
1687	3
277	5
1821	2
726	10
1687	3
448	3
1892	1
1609	1
1958	5
1811	10
624	5
1300	5
83	2
2032	3
2229	20
1546	3
2128	3
210	3
977	10
1111	3
1527	1
309	1
1516	1
2190	1
2248	1
943	10
2227	20
943	10
1318	20
1581	3
1821	1
1450	3
256	3
2278	3
1403	10
1892	1
84	5
1535	20
2355	20
473	5
970	2
68	3
1945	1
157	20
1155	3
1103	1
420	3
426	3
455	20
1495	20
68	1
1162	20
1022	1
1477	5
765	10
969	20
157	3
127	10
1615	2
1360	20
1804	10
1019	1
1471	3
1210	5
286	5
1809	3
2384	5
1019	1
2073	3
2221	10
113	1
2209	3
97	3
1145	1
121	3
1697	20
2221	5
1234	20
2230	20
1260	5
740	20
1249	1
1022	1
1640	20
2361	10
2343	3
233	3
1145	1
726	20
1548	2
2127	1
1581	20
868	10
1863	1
807	1
1690	1
1567	1
1563	5
2384	1
2029	20
2343	5
1277	1
83	3
1103	3
2190	5
1793	5
1044	10
1793	3
12	3
670	20
143	3
1495	10
973	20
1880	1
76	1
382	20
1640	5
374	3
1465	3
1300	5
1362	10
2248	1
1205	3
1201	10
1000	20
1260	20
355	2
2222	3
1516	1
970	20
9	10
412	20
1639	20
1721	1
1307	1
1027	10
426	3
801	20
1744	1
1544	20
820	5
1146	5
34	20
2030	2
2133	3
2177	20
143	3
1522	3
271	1
2222	20
2254	3
1874	20
1730	3
1162	1
1477	10
1190	20
1972	10
84	3
165	10
881	10
1997	5
417	10
1001	3
1393	1
1027	20
352	20
233	3
1155	5
1717	20
473	2
1537	2
881	20
1042	5
1103	3
1270	20
388	20
1125	3
1163	3
701	1
409	20
1892	1
65	10
2365	1
1146	2
1044	5
2092	5
1889	20
1277	1
1734	3
810	2
1495	5
2174	10
740	10
827	5
1880	1
970	20
2081	20
367	1
970	10
1059	3
2092	10
1495	10
412	20
1329	2
943	10
1318	20
2218	10
564	1
1097	20
1687	1
222	5
471	20
243	1
1639	20
767	20
765	20
352	20
1717	10
1329	3
1022	1
430	2
2384	2
1011	2
333	10
1889	10
715	20
1567	20
1337	1
2190	1
1769	20
1681	3
1771	2
2229	10
1097	20
1320	10
956	20
1567	3
1639	10
1760	5
1548	5
1264	1
2285	20
352	20
1484	3
1744	1
279	1
355	5
455	3
624	20
881	20
2146	1
1087	3
810	10
412	20
1588	3
1535	20
279	1
2306	3
1874	5
352	10
426	2
2248	5
76	1
1022	3
1732	5
931	1
2359	10
1806	5
931	1
2306	5
1495	10
233	3
464	20
518	1
1816	10
1422	3
1892	2
711	5
2254	5
1634	2
1072	10
511	20
1793	10
1210	5
1801	3
84	2
417	3
1946	3
113	1
2222	20
943	10
2355	10
1143	5
426	3
2221	20
1806	5
770	20
2073	3
977	10
1734	3
2161	1
1658	20
2133	10
2212	5
127	10
375	20
68	3
1837	20
736	3
445	3
1277	1
1837	5
2293	5
2269	1
2113	20
1162	1
471	20
504	10
2142	3
1	3
1307	1
1484	1
934	1
1760	3
1885	20
1279	2
1516	1
579	1
2295	1
305	5
1815	10
2032	1
1404	1
355	20
243	1
1206	3
375	20
403	20
585	5
1190	20
1581	5
1732	5
2244	5
2133	3
861	1
1329	5
861	1
1403	20
1945	1
1759	20
1697	5
355	20
1740	1
765	20
1367	1
969	20
969	5
1210	10
590	10
357	3
1026	10
996	1
1155	10
12	20
1477	20
374	3
1059	3
611	20
1563	20
1538	2
1279	3
1249	5
2269	1
1064	1
1769	3
985	3
358	3
585	20
915	5
1957	5
1730	3
1525	10
2081	3
2269	1
1011	3
2295	1
1065	20
1384	3
221	2
2216	20
1120	3
1027	20
2199	10
1911	1
1161	3
1190	10
985	3
2221	5
1059	3
371	20
286	10
233	5
2113	10
367	1
1645	2
208	10
2355	20
388	10
286	10
1782	2
1457	1
701	1
2139	2
1997	1
127	10
590	20
1393	1
371	3
430	3
1064	1
90	3
808	3
415	5
1279	3
445	3
1027	2
2248	1
1277	1
1145	1
1042	3
412	20
439	5
1362	5
357	2
399	10
2306	20
670	3
1226	3
1370	3
1022	1
1321	3
1111	10
1609	2
1756	1
1338	10
1856	1
403	20
212	3
855	20
736	3
83	3
68	3
2032	5
1811	20
1771	5
243	2
717	1
2227	10
701	1
1337	2
855	20
1639	20
624	3
165	20
2355	10
121	3
1422	3
1623	2
765	20
2073	3
868	20
113	2
1393	10
1623	10
497	2
1143	3
1163	3
305	3
1143	5
717	1
1804	20
343	1
1403	20
1338	20
271	3
1588	3
1953	1
2229	5
471	20
244	3
1011	3
256	20
887	3
1044	20
208	20
208	5
1091	2
2365	1
375	5
1657	3
1143	1
1422	3
1782	5
971	3
2254	3
399	3
357	3
765	20
1016	2
65	1
1634	10
34	20
1937	2
1422	20
1264	1
221	10
896	1
726	20
1249	1
1697	2
1210	2
1623	20
1241	2
2133	1
498	20
2127	3
844	20
1690	2
1958	3
985	1
1926	3
121	3
367	1
1516	1
748	1
1072	20
1093	3
855	20
445	3
83	3
820	3
985	3
1588	3
1161	5
2278	5
1436	3
2295	1
244	1
382	10
1782	5
970	20
1091	2
2227	10
2285	20
1085	1
590	10
243	1
279	1
1072	2
2229	20
1404	2
1892	1
2073	10
1049	5
212	3
1163	1
1005	2
957	3
1803	20
13	5
498	10
2346	3
1072	20
808	3
1294	1
1059	3
1765	5
971	3
1027	10
1338	20
767	1
624	2
2278	5
1734	1
827	20
1856	1
1697	20
1966	10
306	1
1623	10
1471	20
1581	3
861	1
1484	3
1835	2
726	10
498	3
243	1
1732	20
643	3
620	20
1744	1
1300	3
1624	3
827	10
1636	1
1489	20
1765	1
1241	20
1300	3
2293	10
233	3
1811	10
243	2
1404	3
2254	1
856	20
2161	3
455	3
2133	2
97	2
375	10
1321	20
471	2
1145	1
2356	3
997	20
2190	1
1468	20
996	1
2152	3
473	10
1760	20
934	2
439	20
1087	20
1624	10
770	5
1522	3
2092	10
76	3
445	3
388	10
1892	1
1161	3
12	2
1623	10
1360	20
420	1
1	2
1444	20
2009	5
2152	3
1717	10
2084	10
1687	2
1294	10
473	5
1730	3
62	5
1226	5
740	20
1803	5
1382	1
1658	5
1011	3
977	20
2182	1
2386	3
1226	3
1000	3
1011	3
1636	3
1997	3
1307	1
1516	5
1300	3
810	2
2128	2
1373	3
1946	5
1384	1
471	10
1444	20
1615	2
508	5
1011	3
2295	5
1732	20
1162	5
2092	20
1609	10
2281	10
896	1
357	3
2368	5
244	2
2190	1
1954	3
1954	1
358	20
1093	3
333	20
2029	5
417	5
844	5
347	20
1089	2
10	2
2032	1
2343	3
1465	3
210	3
1329	3
1623	2
210	3
721	5
867	5
711	2
504	10
1320	10
1294	1
1856	1
2092	10
12	20
1835	20
464	3
1623	10
1837	20
1161	3
934	3
221	10
1307	1
2152	5
1001	20
1468	3
165	20
934	20
1997	3
2090	20
1373	5
1690	2
243	1
1103	5
1945	1
1360	20
914	1
473	10
1026	10
471	20
670	5
1027	20
1522	2
717	1
1214	1
1136	20
1512	20
559	2
426	1
1089	1
2359	10
21	1
1997	1
943	5
531	3
2222	5
620	10
464	2
2379	3
397	10
455	20
504	5
65	3
1190	10
420	2
561	1
808	3
2355	20
1436	5
1732	10
21	1
1019	1
1756	1
1103	2
471	20
1567	5
1	3
559	10
355	20
271	1
1264	2
2229	20
84	3
1972	2
1103	3
1307	1
643	1
382	5
770	20
210	3
561	3
1602	3
1719	1
1145	1
1874	3
1022	1
1090	5
1926	1
1945	1
2340	20
767	5
333	2
590	20
663	1
1769	20
1806	10
973	5
620	20
2227	3
881	20
1516	10
2227	10
1273	1
143	3
1097	20
1521	2
1615	2
2174	10
508	5
2346	3
688	1
1369	10
1214	1
769	3
936	5
8	20
530	3
2127	2
186	3
1052	10
1948	1
1146	2
864	10
1687	3
1512	5
2281	5
1024	20
1477	20
1634	3
231	3
1471	20
819	20
1260	5
1022	1
222	2
765	5
1997	3
97	3
1495	20
2154	20
1072	5
500	1
10	1
1581	2
1609	2
1027	5
914	1
1162	2
508	10
530	5
2209	3
751	3
2161	1
985	3
595	3
1052	3
62	2
2009	20
2122	3
38	10
436	2
511	20
1546	3
367	1
996	1
2299	5
1162	1
2081	10
688	1
445	2
355	20
1484	3
448	3
2295	1
2387	20
973	2
1480	3
1162	3
2152	3
561	5
1837	5
1894	2
165	20
1369	10
542	20
1384	3
1125	3
121	3
943	20
931	1
985	3
1087	3
2153	10
688	1
1402	20
13	3
1760	3
624	20
1552	3
996	1
2229	20
1934	1
701	1
1681	3
2343	20
150	2
13	3
1451	2
741	3
867	10
1657	20
462	3
1697	20
1934	1
1270	10
1548	3
2212	3
1270	10
715	20
1989	10
1645	2
2132	5
464	10
420	2
611	10
996	1
1681	2
1190	20
1241	20
1273	1
1945	1
935	20
1544	5
997	3
1609	1
1489	10
286	20
2254	10
2387	10
1835	5
2084	20
168	20
997	1
2306	3
1190	20
212	5
236	2
412	5
824	1
1226	2
2139	1
2387	10
1640	10
1816	3
1163	3
436	3
313	3
113	1
2208	1
1300	3
1027	5
412	20
2227	10
1264	1
1123	20
236	5
1934	20
500	1
1089	1
770	5
1022	1
1321	20
1143	3
1811	20
1652	2
1434	3
1125	1
2199	3
1652	20
305	3
1477	5
2081	1
1210	5
1321	20
2306	3
1294	1
306	1
1279	5
1874	2
236	10
1934	3
9	20
1522	3
1111	3
755	20
973	20
1320	5
244	3
357	3
2365	1
1704	1
1241	20
1645	5
2133	3
352	5
1759	20
1206	3
1085	1
1874	5
281	3
1065	20
1945	1
1445	10
1162	1
1262	1
1489	20
178	20
1911	1
1055	2
500	3
1367	5
1145	1
1069	1
820	3
390	10
1806	10
1954	1
2285	10
313	2
352	20
1089	1
1863	2
1681	1
8	10
1402	1
1477	20
1946	3
1527	2
97	1
357	3
221	10
844	10
2222	20
2340	10
1072	2
1759	10
926	1
1926	3
1457	1
751	1
1837	2
1697	10
1379	2
1658	10
1333	10
1552	20
1521	1
1732	20
1892	1
881	3
1264	1
887	3
1530	10
1525	20
564	1
726	20
855	10
231	20
2229	20
1583	5
643	3
1693	20
2259	1
765	10
1740	1
355	10
1373	1
1734	3
846	20
1027	20
1583	1
856	5
498	3
957	3
2361	20
1581	1
1370	2
2260	20
134	2
844	5
221	5
1681	5
2029	20
985	3
864	3
2154	20
1260	20
1732	10
1024	20
462	3
736	1
2281	20
1856	1
2259	1
1639	5
2320	20
754	3
121	3
154	20
1546	20
2013	5
1495	20
2340	2
579	3
1234	2
343	1
165	20
1624	3
1989	2
1262	1
2320	5
1953	1
436	5
971	10
1318	10
448	2
2299	3
34	5
1337	3
352	10
2162	3
1393	1
29	10
236	3
1555	3
1770	1
1972	20
2387	5
1464	20
1815	5
736	3
1697	10
374	2
10	1
2383	10
1059	20
1120	3
1260	20
1636	1
34	10
1759	20
1552	5
1821	1
415	20
2133	20
2032	1
343	5
1143	2
2152	2
931	1
1946	3
2032	2
286	5
643	3
15	1
2306	3
1941	1
357	3
143	5
2248	1
427	10
309	2
210	3
1360	20
1477	10
755	5
1384	3
34	10
828	10
1957	3
767	3
1444	2
1000	10
1717	10
2384	1
1972	5
1954	1
29	5
711	20
1567	3
331	5
2248	3
1468	20
1157	1
222	10
1422	3
281	3
595	10
2230	1
1639	10
1997	3
1370	3
1000	20
1097	3
1061	3
1690	1
2383	3
867	20
2209	3
1055	2
1450	2
936	20
1162	1
508	3
127	10
1072	5
856	20
973	20
1972	2
2254	3
1690	1
1384	3
281	3
530	1
628	1
2293	20
34	5
1504	1
1379	20
741	3
1254	3
663	10
1690	1
1872	10
1872	10
1090	5
1579	20
1744	1
751	3
1254	1
977	20
874	2
1091	1
1734	1
1464	20
526	20
1892	1
1163	3
770	20
286	10
1602	3
1941	2
1732	20
2248	1
1403	10
68	3
497	3
1273	1
1997	3
134	3
508	3
856	20
984	1
1049	1
1806	3
1444	5
430	3
2162	3
1336	20
728	3
13	3
564	1
1254	1
1022	20
874	3
21	5
1640	5
1846	5
462	1
1744	2
1872	20
462	3
721	20
84	3
400	5
868	20
1472	10
2241	20
1504	2
1254	3
2128	3
2208	3
1103	10
417	3
1480	10
1112	1
1721	1
2332	2
236	20
1279	20
810	3
1972	5
715	5
127	20
390	1
500	1
2182	5
526	20
717	1
1636	20
1624	3
1145	20
1049	1
1811	20
2209	2
825	20
8	3
365	2
1308	1
65	3
309	1
914	1
222	10
2248	1
1444	20
1953	1
1740	2
198	20
1713	1
1393	1
1205	3
887	3
536	3
1765	3
277	20
420	1
1954	3
2212	3
427	5
1885	3
1915	10
29	20
769	3
1801	3
29	20
2254	5
824	2
1052	10
611	10
1489	10
1125	3
2209	10
1770	2
973	20
12	20
856	5
2221	10
2209	10
2025	5
2132	3
1809	3
1544	20
427	5
1686	10
808	3
2278	20
824	2
333	5
1143	5
1026	10
157	20
628	20
2032	1
1693	20
1273	1
996	1
178	5
244	3
2032	1
1384	3
1548	2
2222	10
1	1
1333	20
9	10
76	1
1091	2
1001	3
1402	1
1874	2
1581	1
1480	10
1234	1
984	1
2029	20
736	3
1336	5
1145	1
824	2
904	3
1384	3
436	3
1804	5
134	3
343	1
1069	1
1583	3
403	20
2216	10
2199	3
305	3
561	2
1069	1
736	1
1315	1
1422	2
1264	1
1146	5
12	20
378	20
649	1
2299	3
1537	3
970	10
1403	20
1049	1
941	3
1336	20
1863	10
726	20
102	10
430	1
2000	3
1634	10
1120	3
1464	20
2254	3
561	1
1686	20
2241	3
957	10
352	10
1581	3
261	10
711	5
412	20
1273	1
887	3
367	1
934	1
868	20
76	1
1925	20
375	10
12	20
2320	20
2030	1
1279	3
1294	1
436	10
807	1
1150	1
265	5
1936	3
1393	1
2340	20
1214	1
1889	3
26	1
12	20
371	5
1535	5
76	1
923	10
2281	2
271	3
2355	10
165	10
663	3
279	1
1953	1
221	10
715	10
1991	20
2281	10
1136	10
1803	20
1150	1
1512	20
1254	1
1753	5
412	5
1277	2
1713	1
333	20
799	3
663	10
1485	20
1270	10
590	20
967	3
2216	20
1885	1
97	2
2212	3
1693	20
1262	2
2025	5
243	1
1941	1
1001	2
38	20
2199	3
1945	1
1555	10
1146	3
1719	2
1297	20
1360	5
2057	3
29	10
701	10
1722	1
1055	1
2081	3
1163	3
1436	2
355	3
2029	20
844	5
426	3
2209	3
462	3
415	20
868	20
1260	10
670	20
2271	3
807	1
261	3
844	3
1472	10
1052	2
403	20
2113	20
1806	20
2182	20
1496	2
1880	3
403	20
420	2
2084	10
332	20
1097	5
1315	1
1806	10
1114	10
2332	3
1087	1
79	1
1521	3
1485	20
967	3
1521	1
79	1
969	20
1579	2
1652	5
1946	3
1730	3
2306	1
1069	2
1991	20
1143	3
1583	3
1434	3
67	20
579	5
1579	20
10	1
820	3
2368	10
2016	20
708	10
2146	1
1333	10
1792	20
996	1
1001	3
754	5
1310	1
1445	5
1091	10
2236	5
1434	3
708	20
2142	3
445	3
1765	3
293	10
178	20
770	20
2216	10
511	20
231	20
15	1
1856	1
926	5
1163	1
208	20
403	10
1816	2
2084	20
726	10
1922	3
1371	2
1273	2
309	1
1652	20
828	10
1097	10
1769	20
2205	3
893	10
590	20
649	1
127	5
708	20
1807	10
711	2
957	3
511	20
2271	3
1690	1
1472	1
1525	20
2278	5
1397	2
941	3
2113	10
1145	1
293	10
1	2
819	10
943	10
281	5
1303	5
1042	10
1946	10
1687	3
1000	20
1484	3
1821	3
121	3
1161	3
250	5
1234	5
2244	10
530	5
1210	10
1480	1
808	20
2299	1
1697	5
2244	10
1957	10
1546	2
1254	20
1087	2
1011	5
1120	3
13	3
1017	20
1593	1
1249	1
10	1
874	3
620	3
732	10
1640	2
996	1
352	5
378	10
426	3
1294	1
1504	1
1693	10
1143	3
1362	2
1581	20
279	3
748	1
352	20
1935	1
1552	3
1744	5
1546	3
1114	10
1260	10
66	3
997	5
810	3
1294	1
1161	3
498	3
1234	3
2236	10
2052	1
420	1
1645	2
741	3
824	20
2326	20
2212	5
399	5
1935	1
741	20
26	1
1061	1
824	10
740	20
1450	2
2113	5
500	2
1373	2
2309	10
1464	20
1422	10
331	3
2368	20
1307	1
1103	1
1687	5
564	1
462	2
1525	20
1934	1
1103	3
2016	1
828	20
1722	1
383	2
1704	1
1360	10
1422	3
1929	10
643	3
1874	2
2117	10
1061	3
1957	3
914	1
1946	3
748	1
1925	5
250	3
887	3
2162	2
83	1
1370	20
1150	1
765	20
1422	3
65	3
2182	20
1404	2
740	10
2013	10
582	3
765	20
1484	5
819	10
430	2
143	5
1367	1
1905	3
2146	1
1471	20
1652	3
971	5
708	20
1111	3
1991	20
2309	20
751	2
755	10
2340	10
2090	10
455	1
2309	3
8	10
1111	3
2355	5
741	3
1759	20
2035	20
1016	1
178	10
825	10
504	20
399	3
1941	3
445	5
1782	3
383	20
464	20
997	2
755	5
2025	20
1516	1
186	3
1123	5
2084	20
1235	20
281	20
2154	20
198	10
1809	3
1624	1
1404	1
248	10
742	5
1880	1
358	3
27	2
799	3
1249	3
1399	2
1693	10
1722	1
807	1
2016	10
856	10
2009	10
2359	2
2154	20
256	10
357	3
1804	10
1587	3
471	20
585	5
1360	2
374	10
221	20
1925	20
1957	3
2326	10
365	3
2013	5
306	1
914	1
1960	5
2248	1
977	5
1294	1
473	20
1241	20
198	20
1369	10
1953	1
740	20
2248	1
1801	3
1075	3
864	3
1384	3
248	10
1206	3
1925	20
511	20
153	3
511	20
1015	3
2174	20
2259	1
2316	5
808	10
2073	5
2326	20
732	10
867	10
1546	2
243	1
2161	5
611	20
143	3
1315	1
102	10
1070	1
66	3
1161	5
66	1
374	3
427	10
1905	1
2221	20
1722	1
1889	20
455	5
2035	20
1593	10
2090	10
1792	10
2359	20
212	5
1190	10
1936	3
688	1
1000	20
1536	2
1681	2
1333	20
153	3
1167	20
27	2
861	1
1337	1
923	3
2152	3
1972	5
1892	10
430	3
2029	10
83	3
867	20
1087	2
582	3
1485	20
1574	2
1941	1
1120	3
1880	1
1953	3
1087	2
2285	20
981	10
663	1
375	2
718	10
801	5
2052	1
2073	3
2208	3
1333	20
1367	2
186	3
769	1
511	20
1464	10
8	10
1294	20
243	1
1367	1
1294	1
1136	2
10	1
355	20
1262	2
1934	2
2212	3
1249	2
66	5
2248	1
670	10
2132	20
121	1
1756	1
76	1
1161	5
810	3
1297	5
445	1
84	1
2153	5
121	3
767	3
1402	3
736	3
931	1
1260	20
1163	5
643	1
2316	20
1167	20
801	5
742	20
1457	3
347	20
2281	20
154	3
1241	5
526	10
1697	10
1114	20
355	10
957	3
627	1
2154	20
1300	3
2278	1
29	10
1574	1
1027	20
1687	3
2218	3
430	3
236	3
1384	3
2071	20
887	5
1552	20
689	2
1072	5
721	10
2139	3
2032	2
1925	20
1228	3
1399	2
1496	3
1991	10
13	3
582	3
1504	3
1697	10
2303	1
1318	10
1477	10
1159	10
2122	5
1136	3
1872	10
221	3
1304	10
2221	2
1206	5
2260	20
808	3
1362	20
2359	20
382	20
1159	3
2368	10
1536	3
934	1
2306	10
265	10
1552	1
79	1
404	3
1693	20
769	3
1704	1
1760	3
2208	3
1744	1
808	2
2254	10
97	2
1402	3
1686	10
1538	20
2090	10
1863	5
2379	5
1070	1
595	20
764	10
1120	1
973	3
1997	10
943	20
442	10
2128	3
1937	5
2073	1
1017	10
1873	3
1257	10
1593	3
1639	20
1111	3
1403	20
1320	10
62	10
331	20
1811	10
1948	1
1072	10
231	20
2265	3
306	3
650	3
1167	10
1512	10
168	5
294	2
1892	1
667	3
1235	20
670	10
1015	3
404	3
2182	1
1451	2
1294	1
2029	5
1234	3
2271	3
1103	3
1516	3
66	3
168	20
143	3
1926	3
212	20
736	1
1260	10
499	10
2209	20
1872	5
1546	20
1201	5
127	3
2052	1
221	20
620	5
1769	10
649	1
2278	3
305	1
2016	2
68	3
667	10
464	20
